0.5 0.05276516 0.0021903064
0.55 0.06003836 0.0027235875
0.6 0.06612765 0.003225228
0.65 0.07067116 0.0036903784
0.7 0.07345333 0.0041439277
0.75 0.07453236 0.0046043493
0.8 0.0741112 0.0050663921
0.85 0.07248334 0.0055149973
0.9 0.07002717 0.0059173083
0.95 0.06695606 0.0062572739
1 0.06353111 0.0065361967
1.05 0.0599446 0.0067342287
1.1 0.05638002 0.0068771302
1.15 0.05280761 0.0069579106
1.2 0.04942603 0.0069987777
1.25 0.04618314 0.0069992111
1.3 0.0431177 0.0069723534
1.35 0.04029338 0.0069295288
1.4 0.03768511 0.0068780113
1.45 0.03527296 0.0068079998
1.5 0.03305263 0.0067329534
1.55 0.03099205 0.0066499031
1.6 0.0291212 0.0065713591
1.65 0.02740543 0.0064964067
1.7 0.0258003 0.0064125246
1.75 0.02433731 0.0063279775
1.8 0.02304635 0.0062470149
1.85 0.02178789 0.0061605321
1.9 0.02068908 0.0060838811
1.95 0.01963521 0.0060021727
2 0.018668403 0.0059236937
2.05 0.017766112 0.0058470694
2.1 0.016910492 0.0057643432
2.15 0.016120924 0.0056863972
2.2 0.015387163 0.0056073135
2.25 0.014689848 0.0055368749
2.3 0.01402227 0.0054684018
2.35 0.013403371 0.0053941748
2.4 0.012774535 0.0053240728
2.45 0.012225084 0.0052592156
2.5 0.011675823 0.0051921128

