3.200000000000000000e+01 2.500000000000000000e-01 2.489805425162475161e-02 4.301002341163743365e-04
3.200000000000000000e+01 2.999999999999999889e-01 2.575209076821134008e-02 4.360139521743889375e-04
3.200000000000000000e+01 3.499999999999999778e-01 2.835410927325817190e-02 3.887189777515537943e-04
3.200000000000000000e+01 4.000000000000000222e-01 3.248976788222314449e-02 4.596211489042553093e-04
3.200000000000000000e+01 4.500000000000000111e-01 3.674057379887239738e-02 5.901326876423368915e-04
3.200000000000000000e+01 5.000000000000000000e-01 4.331604964772122618e-02 8.196149312759954233e-04
3.200000000000000000e+01 5.500000000000000444e-01 5.175654667109717139e-02 1.375923028204818072e-03
3.200000000000000000e+01 5.999999999999999778e-01 6.465789517372129425e-02 2.336627221834999997e-03
3.200000000000000000e+01 6.500000000000000222e-01 8.022854854322737650e-02 3.692138132510351840e-03
3.200000000000000000e+01 6.999999999999999556e-01 1.010501998244389132e-01 5.221161923111537068e-03
3.200000000000000000e+01 7.500000000000000000e-01 1.280419746254897462e-01 6.823158819681800907e-03
3.200000000000000000e+01 8.000000000000000444e-01 1.574575307482322384e-01 8.308827204712324749e-03
3.200000000000000000e+01 8.499999999999999778e-01 1.911067642123174815e-01 9.533543834559893640e-03
3.200000000000000000e+01 9.000000000000000222e-01 2.254278185022749736e-01 1.045216201900279161e-02
3.200000000000000000e+01 9.499999999999999556e-01 2.598276108218582903e-01 1.109464739163713506e-02
3.200000000000000000e+01 1.000000000000000000e+00 2.920697815616504212e-01 1.155584991903279603e-02
3.200000000000000000e+01 1.050000000000000044e+00 3.229298469868838173e-01 1.172848891483597653e-02
3.200000000000000000e+01 1.100000000000000089e+00 3.510730420744534452e-01 1.175272034520209903e-02
3.200000000000000000e+01 1.149999999999999911e+00 3.762249669809715757e-01 1.168670169329163316e-02
3.200000000000000000e+01 1.199999999999999956e+00 3.987762295934530465e-01 1.149141096660102716e-02
3.200000000000000000e+01 1.250000000000000000e+00 4.187577364016903947e-01 1.131248898115124780e-02
3.200000000000000000e+01 1.300000000000000044e+00 4.367468205101334711e-01 1.106738372915282848e-02
3.200000000000000000e+01 1.350000000000000089e+00 4.524931135158848927e-01 1.079765967349610202e-02
3.200000000000000000e+01 1.399999999999999911e+00 4.664262762951725261e-01 1.056123606176948698e-02
3.200000000000000000e+01 1.449999999999999956e+00 4.788793361487672651e-01 1.030952370836314864e-02
3.200000000000000000e+01 1.500000000000000000e+00 4.898191808305444317e-01 1.008115272528663751e-02
3.200000000000000000e+01 1.550000000000000044e+00 4.996284277538168839e-01 9.852974635683894866e-03
3.200000000000000000e+01 1.600000000000000089e+00 5.083592298837577017e-01 9.662813901130922617e-03
3.200000000000000000e+01 1.649999999999999911e+00 5.162826226603370872e-01 9.437918584492378110e-03
3.200000000000000000e+01 1.699999999999999956e+00 5.233367178113801366e-01 9.235670302177950708e-03
3.200000000000000000e+01 1.750000000000000000e+00 5.297582510117894161e-01 9.040586339283198519e-03
3.200000000000000000e+01 1.800000000000000044e+00 5.356711791619953589e-01 8.846801909545514916e-03
3.200000000000000000e+01 1.850000000000000089e+00 5.410086914918648127e-01 8.649962992875126488e-03
3.200000000000000000e+01 1.899999999999999911e+00 5.460464604240944375e-01 8.448503548935485177e-03
3.200000000000000000e+01 1.949999999999999956e+00 5.508708196486193920e-01 8.244466989569789600e-03
3.200000000000000000e+01 2.000000000000000000e+00 5.551977097906819480e-01 8.055140746342386027e-03
3.200000000000000000e+01 2.049999999999999822e+00 5.591943068909343006e-01 7.876872659643223765e-03
3.200000000000000000e+01 2.100000000000000089e+00 5.631533206851699891e-01 7.692401134681017827e-03
3.200000000000000000e+01 2.149999999999999911e+00 5.668323591246278159e-01 7.514568277954671548e-03
3.200000000000000000e+01 2.200000000000000178e+00 5.704548714730255377e-01 7.333291123943232875e-03
3.200000000000000000e+01 2.250000000000000000e+00 5.736191269980968066e-01 7.177270167191244707e-03
3.200000000000000000e+01 2.299999999999999822e+00 5.766881440913808055e-01 7.033029016355395874e-03
3.200000000000000000e+01 2.350000000000000089e+00 5.796121794789762527e-01 6.892730940069651153e-03
3.200000000000000000e+01 2.399999999999999911e+00 5.822685256942600196e-01 6.778166548449820680e-03
3.200000000000000000e+01 2.450000000000000178e+00 5.848977021112616859e-01 6.661140131127195330e-03
3.200000000000000000e+01 2.500000000000000000e+00 5.873800120642890255e-01 6.542800237117630743e-03
