6.400000000000000000e+01 2.500000000000000000e-01 1.223014610607090803e-02 1.516287648424354852e-04
6.400000000000000000e+01 2.999999999999999889e-01 1.328198385314874504e-02 1.522044572508884604e-04
6.400000000000000000e+01 3.499999999999999778e-01 1.446367224816071280e-02 1.560331998913323565e-04
6.400000000000000000e+01 4.000000000000000222e-01 1.666600425902775226e-02 1.533347505403798519e-04
6.400000000000000000e+01 4.500000000000000111e-01 1.930723876183986984e-02 1.606600706417795862e-04
6.400000000000000000e+01 5.000000000000000000e-01 2.349248008540309740e-02 2.203781586200477028e-04
6.400000000000000000e+01 5.500000000000000444e-01 3.017484912450198870e-02 3.694691953006631023e-04
6.400000000000000000e+01 5.999999999999999778e-01 4.146986782460778537e-02 6.845466830710569264e-04
6.400000000000000000e+01 6.250000000000000000e-01 4.945083789377125588e-02 9.135757976721190247e-04
6.400000000000000000e+01 6.319439999999999502e-01 5.197692885255570522e-02 1.005380010234224871e-03
6.400000000000000000e+01 6.388890000000000402e-01 5.529035036573097528e-02 1.070132325647251900e-03
6.400000000000000000e+01 6.458329999999999904e-01 5.814955036736281502e-02 1.156830464836963810e-03
6.400000000000000000e+01 6.527779999999999694e-01 6.151652089457785438e-02 1.233556920049931008e-03
6.400000000000000000e+01 6.597220000000000306e-01 6.434444397427438456e-02 1.350685948380269839e-03
6.400000000000000000e+01 6.666670000000000096e-01 6.840255800111820494e-02 1.449491080192016022e-03
6.400000000000000000e+01 6.736109999999999598e-01 7.221146300644207261e-02 1.540863649381479968e-03
6.400000000000000000e+01 6.805560000000000498e-01 7.606772639128027425e-02 1.660431233902959040e-03
6.400000000000000000e+01 6.875000000000000000e-01 8.034704723690498651e-02 1.766070796405337087e-03
6.400000000000000000e+01 6.944439999999999502e-01 8.490266268981232212e-02 1.883995196554100107e-03
6.400000000000000000e+01 7.013890000000000402e-01 8.948171508128192897e-02 1.997347773585898476e-03
6.400000000000000000e+01 7.083329999999999904e-01 9.434535523066764351e-02 2.126609058883980382e-03
6.400000000000000000e+01 7.152779999999999694e-01 9.940875238562363325e-02 2.239556913175559660e-03
6.400000000000000000e+01 7.222220000000000306e-01 1.046150221997599744e-01 2.377186444515783873e-03
6.400000000000000000e+01 7.291670000000000096e-01 1.099885741645220821e-01 2.496867915038235991e-03
6.400000000000000000e+01 7.361109999999999598e-01 1.158030269852735467e-01 2.614804079696819543e-03
6.400000000000000000e+01 7.430560000000000498e-01 1.214839584593813970e-01 2.743436878808992296e-03
6.400000000000000000e+01 7.500000000000000000e-01 1.273980472147928367e-01 2.862244965775142484e-03
6.400000000000000000e+01 7.569439999999999502e-01 1.337419023723800948e-01 2.983560819713691574e-03
6.400000000000000000e+01 7.638890000000000402e-01 1.397319324385248307e-01 3.095891270086506466e-03
6.400000000000000000e+01 7.708329999999999904e-01 1.463551941898479092e-01 3.206337941916620731e-03
6.400000000000000000e+01 7.777779999999999694e-01 1.526816393574915720e-01 3.306672985648198993e-03
6.400000000000000000e+01 7.847220000000000306e-01 1.592178029719231169e-01 3.425450189295339842e-03
6.400000000000000000e+01 7.916670000000000096e-01 1.659260955541095317e-01 3.517653962263956376e-03
6.400000000000000000e+01 7.986109999999999598e-01 1.725541359178326406e-01 3.612115747701812735e-03
6.400000000000000000e+01 8.055560000000000498e-01 1.794009218414850115e-01 3.702270717697059461e-03
6.400000000000000000e+01 8.125000000000000000e-01 1.863615924976415594e-01 3.782438528902467342e-03
6.400000000000000000e+01 8.194439999999999502e-01 1.933386578151799484e-01 3.854448068647555424e-03
6.400000000000000000e+01 8.263890000000000402e-01 2.002125688882514243e-01 3.938130008422058813e-03
