3.200000000000000000e+01 2.500000000000000000e-01 2.440514773668584284e-02 1.407634837159493692e-04
3.200000000000000000e+01 2.999999999999999889e-01 2.597548705480171721e-02 1.408217234723112060e-04
3.200000000000000000e+01 3.499999999999999778e-01 2.892136181486314184e-02 1.466998850251510376e-04
3.200000000000000000e+01 4.000000000000000222e-01 3.228049267758693192e-02 1.654455492710981811e-04
3.200000000000000000e+01 4.500000000000000111e-01 3.705168733656551139e-02 1.933721436794027171e-04
3.200000000000000000e+01 5.000000000000000000e-01 4.371145005473989903e-02 2.944082420818895998e-04
3.200000000000000000e+01 5.500000000000000444e-01 5.324617938888714236e-02 4.835319669694719850e-04
3.200000000000000000e+01 5.999999999999999778e-01 6.662603016591010785e-02 7.999533198641949755e-04
3.200000000000000000e+01 6.250000000000000000e-01 7.532326728700924900e-02 1.013156646512773087e-03
3.200000000000000000e+01 6.319439999999999502e-01 7.788135399573051232e-02 1.081066190254670193e-03
3.200000000000000000e+01 6.388890000000000402e-01 8.071874801842908453e-02 1.148515108055974667e-03
3.200000000000000000e+01 6.458329999999999904e-01 8.349327806335757329e-02 1.220173982550370236e-03
3.200000000000000000e+01 6.527779999999999694e-01 8.635725964302001789e-02 1.288268999473996586e-03
3.200000000000000000e+01 6.597220000000000306e-01 8.931852492544763156e-02 1.367977724960681369e-03
3.200000000000000000e+01 6.666670000000000096e-01 9.263176213069254650e-02 1.449138923715066014e-03
3.200000000000000000e+01 6.736109999999999598e-01 9.595020114564299651e-02 1.524148612353560346e-03
3.200000000000000000e+01 6.805560000000000498e-01 9.936089211749636607e-02 1.609227843477383825e-03
3.200000000000000000e+01 6.875000000000000000e-01 1.028966798043907810e-01 1.692208806042567711e-03
3.200000000000000000e+01 6.944439999999999502e-01 1.066158808200359520e-01 1.773191946258898411e-03
3.200000000000000000e+01 7.013890000000000402e-01 1.102666629637423373e-01 1.863437863815071678e-03
3.200000000000000000e+01 7.083329999999999904e-01 1.143005190180910319e-01 1.953618851833504189e-03
3.200000000000000000e+01 7.152779999999999694e-01 1.182677027349443577e-01 2.039775699874661879e-03
3.200000000000000000e+01 7.222220000000000306e-01 1.222461433699336547e-01 2.132961325714732154e-03
3.200000000000000000e+01 7.291670000000000096e-01 1.265532813361777975e-01 2.222866360329445092e-03
3.200000000000000000e+01 7.361109999999999598e-01 1.308522272447334711e-01 2.310687147656611835e-03
3.200000000000000000e+01 7.430560000000000498e-01 1.350493186838027382e-01 2.410275194268690028e-03
3.200000000000000000e+01 7.500000000000000000e-01 1.396004385111376256e-01 2.499539761118313615e-03
3.200000000000000000e+01 7.569439999999999502e-01 1.439314568780677428e-01 2.592644875624855027e-03
3.200000000000000000e+01 7.638890000000000402e-01 1.486060674050242725e-01 2.677455272950333802e-03
3.200000000000000000e+01 7.708329999999999904e-01 1.533043763988772012e-01 2.768180124238518638e-03
3.200000000000000000e+01 7.777779999999999694e-01 1.579928807986352435e-01 2.856694635894457216e-03
3.200000000000000000e+01 7.847220000000000306e-01 1.629937198160693046e-01 2.947344206426684952e-03
3.200000000000000000e+01 7.916670000000000096e-01 1.677260576543632142e-01 3.024103941155505734e-03
3.200000000000000000e+01 7.986109999999999598e-01 1.727611026132869765e-01 3.111859304681285215e-03
3.200000000000000000e+01 8.055560000000000498e-01 1.773259717411500291e-01 3.193909713781999636e-03
3.200000000000000000e+01 8.125000000000000000e-01 1.825535010600680408e-01 3.265231851163897560e-03
3.200000000000000000e+01 8.194439999999999502e-01 1.876174178036450757e-01 3.339709312909011369e-03
3.200000000000000000e+01 8.263890000000000402e-01 1.925741878105504679e-01 3.412236060918138070e-03
